,time_interval,max_deltas,min_deltas,ratio_of_deltas_A,ratio_of_deltas_B,ratio_of_deltas_C,ratio_of_deltas_D,ratio_of_deltas_E,max_time_interval,min_time_interval,interval_length
218,"[3309.0, 8222.0, 1905.0000000000002, 4999.0]","[8222.0, 4999.0, 3309.0, 1905.0000000000002]","[1905.0000000000002, 3309.0, 4999.0, 8222.0]",0.0,0.0,0.0,0.0,0.0006332119677061897,8222.0,1905.0000000000002,6317.0
219,"[8222.0, 1905.0000000000002, 4999.0, 2324.0]","[8222.0, 4999.0, 2324.0, 1905.0000000000002]","[1905.0000000000002, 2324.0, 4999.0, 8222.0]",0.0,0.0,0.0,0.0,0.0006332119677061897,8222.0,1905.0000000000002,6317.0
220,"[1905.0000000000002, 4999.0, 2324.0, 661.0]","[4999.0, 2324.0, 1905.0000000000002, 661.0]","[661.0, 1905.0000000000002, 2324.0, 4999.0]",0.0,0.0,0.0,0.0,0.0009220839096357768,4999.0,661.0,4338.0
221,"[4999.0, 2324.0, 661.0, 179.0]","[4999.0, 2324.0, 661.0, 179.0]","[179.0, 661.0, 2324.0, 4999.0]",0.0,0.0,0.0,0.0,0.0008298755186721991,4999.0,179.0,4820.0
222,"[2324.0, 661.0, 179.0, 1750.0]","[2324.0, 1750.0, 661.0, 179.0]","[179.0, 661.0, 1750.0, 2324.0]",0.0,0.0,0.0,0.0,0.0018648018648018648,2324.0,179.0,2145.0
223,"[661.0, 179.0, 1750.0, 6726.0]","[6726.0, 1750.0, 661.0, 179.0]","[179.0, 661.0, 1750.0, 6726.0]",0.0,0.0,0.0,0.0,0.0006109668550481136,6726.0,179.0,6547.0
224,"[179.0, 1750.0, 6726.0, 650.0]","[6726.0, 1750.0, 650.0, 179.0]","[179.0, 650.0, 1750.0, 6726.0]",0.0,0.0,0.0,0.0,0.0006109668550481136,6726.0,179.0,6547.0
225,"[1750.0, 6726.0, 650.0, 1108.0]","[6726.0, 1750.0, 1108.0, 650.0]","[650.0, 1108.0, 1750.0, 6726.0]",0.0,0.0,0.0,0.0,0.0006583278472679394,6726.0,650.0,6076.0
226,"[6726.0, 650.0, 1108.0, 51617.0]","[51617.0, 6726.0, 1108.0, 650.0]","[650.0, 1108.0, 6726.0, 51617.0]",0.0,0.0,0.0,0.0,7.848215511997959e-05,51617.0,650.0,50967.0
227,"[650.0, 1108.0, 51617.0, 156.0]","[51617.0, 1108.0, 650.0, 156.0]","[156.0, 650.0, 1108.0, 51617.0]",0.0,0.0,0.0,0.0,7.772876547288237e-05,51617.0,156.0,51461.0
228,"[1108.0, 51617.0, 156.0, 23.0]","[51617.0, 1108.0, 156.0, 23.0]","[23.0, 156.0, 1108.0, 51617.0]",0.0,0.0,0.0,0.0,5.814629608093964e-05,51617.0,23.0,51594.0
229,"[51617.0, 156.0, 23.0, 538.0]","[51617.0, 538.0, 156.0, 23.0]","[23.0, 156.0, 538.0, 51617.0]",0.0,0.0,0.0,0.0,5.814629608093964e-05,51617.0,23.0,51594.0
230,"[156.0, 23.0, 538.0, 1194.0]","[1194.0, 538.0, 156.0, 23.0]","[23.0, 156.0, 538.0, 1194.0]",0.0,0.0,0.0,0.0,0.0025619128949615714,1194.0,23.0,1171.0
231,"[23.0, 538.0, 1194.0, 3497.0]","[3497.0, 1194.0, 538.0, 23.0]","[23.0, 538.0, 1194.0, 3497.0]",0.0,0.0,0.0,0.0,0.0008635578583765112,3497.0,23.0,3474.0
232,"[538.0, 1194.0, 3497.0, 129.0]","[3497.0, 1194.0, 538.0, 129.0]","[129.0, 538.0, 1194.0, 3497.0]",0.0,0.0,0.0,0.0,0.0011876484560570072,3497.0,129.0,3368.0
233,"[1194.0, 3497.0, 129.0, 4.0]","[3497.0, 1194.0, 129.0, 4.0]","[4.0, 129.0, 1194.0, 3497.0]",0.0,0.000286286859433152,0.000286286859433152,0.000286286859433152,0.0008588605782994561,3497.0,4.0,3493.0
234,"[3497.0, 129.0, 4.0, 5402.0]","[5402.0, 3497.0, 129.0, 4.0]","[4.0, 129.0, 3497.0, 5402.0]",0.0,0.0001852537977028529,0.0001852537977028529,0.0001852537977028529,0.0005557613931085587,5402.0,4.0,5398.0
235,"[129.0, 4.0, 5402.0, 1525.0]","[5402.0, 1525.0, 129.0, 4.0]","[4.0, 129.0, 1525.0, 5402.0]",0.0,0.0001852537977028529,0.0001852537977028529,0.0001852537977028529,0.0005557613931085587,5402.0,4.0,5398.0
236,"[4.0, 5402.0, 1525.0, 91.0]","[5402.0, 1525.0, 91.0, 4.0]","[4.0, 91.0, 1525.0, 5402.0]",0.0,0.0001852537977028529,0.0001852537977028529,0.0001852537977028529,0.0003705075954057058,5402.0,4.0,5398.0
237,"[5402.0, 1525.0, 91.0, 268.0]","[5402.0, 1525.0, 268.0, 91.0]","[91.0, 268.0, 1525.0, 5402.0]",0.0,0.0,0.0,0.0,0.000564865373752589,5402.0,91.0,5311.0
238,"[1525.0, 91.0, 268.0, 746.0]","[1525.0, 746.0, 268.0, 91.0]","[91.0, 268.0, 746.0, 1525.0]",0.0,0.0,0.0,0.0,0.0020920502092050207,1525.0,91.0,1434.0
239,"[91.0, 268.0, 746.0, 2509.0]","[2509.0, 746.0, 268.0, 91.0]","[91.0, 268.0, 746.0, 2509.0]",0.0,0.0,0.0,0.0,0.0012406947890818859,2509.0,91.0,2418.0
240,"[268.0, 746.0, 2509.0, 1316.0]","[2509.0, 1316.0, 746.0, 268.0]","[268.0, 746.0, 1316.0, 2509.0]",0.0,0.0,0.0,0.0,0.00178491744756805,2509.0,268.0,2241.0
241,"[746.0, 2509.0, 1316.0, 7808.000000000001]","[7808.000000000001, 2509.0, 1316.0, 746.0]","[746.0, 1316.0, 2509.0, 7808.000000000001]",0.0,0.0,0.0,0.0,0.0005664117813650524,7808.000000000001,746.0,7062.000000000001
242,"[2509.0, 1316.0, 7808.000000000001, 1220.0]","[7808.000000000001, 2509.0, 1316.0, 1220.0]","[1220.0, 1316.0, 2509.0, 7808.000000000001]",0.0,0.0,0.0,0.0,0.000607164541590771,7808.000000000001,1220.0,6588.000000000001
243,"[1316.0, 7808.000000000001, 1220.0, 1300.0]","[7808.000000000001, 1316.0, 1300.0, 1220.0]","[1220.0, 1300.0, 1316.0, 7808.000000000001]",0.0,0.0,0.0,0.0,0.000607164541590771,7808.000000000001,1220.0,6588.000000000001
244,"[7808.000000000001, 1220.0, 1300.0, 285.0]","[7808.000000000001, 1300.0, 1220.0, 285.0]","[285.0, 1220.0, 1300.0, 7808.000000000001]",0.0,0.0,0.0,0.0,0.0005317027781470158,7808.000000000001,285.0,7523.000000000001
245,"[1220.0, 1300.0, 285.0, 1141.0]","[1300.0, 1220.0, 1141.0, 285.0]","[285.0, 1141.0, 1220.0, 1300.0]",0.0,0.0,0.0,0.0,0.003940886699507389,1300.0,285.0,1015.0
246,"[1300.0, 285.0, 1141.0, 1639.0]","[1639.0, 1300.0, 1141.0, 285.0]","[285.0, 1141.0, 1300.0, 1639.0]",0.0,0.0,0.0,0.0,0.0029542097488921715,1639.0,285.0,1354.0
247,"[285.0, 1141.0, 1639.0, 302.0]","[1639.0, 1141.0, 302.0, 285.0]","[285.0, 302.0, 1141.0, 1639.0]",0.0,0.0,0.0,0.0,0.0029542097488921715,1639.0,285.0,1354.0
248,"[1141.0, 1639.0, 302.0, 220.0]","[1639.0, 1141.0, 302.0, 220.0]","[220.0, 302.0, 1141.0, 1639.0]",0.0,0.0,0.0,0.0,0.0028188865398167725,1639.0,220.0,1419.0
249,"[1639.0, 302.0, 220.0, 2936.0]","[2936.0, 1639.0, 302.0, 220.0]","[220.0, 302.0, 1639.0, 2936.0]",0.0,0.0,0.0,0.0,0.0014727540500736377,2936.0,220.0,2716.0
250,"[302.0, 220.0, 2936.0, 549.0]","[2936.0, 549.0, 302.0, 220.0]","[220.0, 302.0, 549.0, 2936.0]",0.0,0.0,0.0,0.0,0.0014727540500736377,2936.0,220.0,2716.0
251,"[220.0, 2936.0, 549.0, 677.0]","[2936.0, 677.0, 549.0, 220.0]","[220.0, 549.0, 677.0, 2936.0]",0.0,0.0,0.0,0.0,0.0014727540500736377,2936.0,220.0,2716.0
252,"[2936.0, 549.0, 677.0, 52399.0]","[52399.0, 2936.0, 677.0, 549.0]","[549.0, 677.0, 2936.0, 52399.0]",0.0,0.0,0.0,0.0,7.714561234329797e-05,52399.0,549.0,51850.0
253,"[549.0, 677.0, 52399.0, 1005.0000000000001]","[52399.0, 1005.0000000000001, 677.0, 549.0]","[549.0, 677.0, 1005.0000000000001, 52399.0]",0.0,0.0,0.0,0.0,7.714561234329797e-05,52399.0,549.0,51850.0
254,"[677.0, 52399.0, 1005.0000000000001, 949.0000000000001]","[52399.0, 1005.0000000000001, 949.0000000000001, 677.0]","[677.0, 949.0000000000001, 1005.0000000000001, 52399.0]",0.0,0.0,0.0,0.0,7.733652990990294e-05,52399.0,677.0,51722.0
255,"[52399.0, 1005.0000000000001, 949.0000000000001, 4285.0]","[52399.0, 4285.0, 1005.0000000000001, 949.0000000000001]","[949.0000000000001, 1005.0000000000001, 4285.0, 52399.0]",0.0,0.0,0.0,0.0,7.774538386783285e-05,52399.0,949.0000000000001,51450.0
256,"[1005.0000000000001, 949.0000000000001, 4285.0, 324.0]","[4285.0, 1005.0000000000001, 949.0000000000001, 324.0]","[324.0, 949.0000000000001, 1005.0000000000001, 4285.0]",0.0,0.0,0.0,0.0,0.001009845998485231,4285.0,324.0,3961.0
257,"[949.0000000000001, 4285.0, 324.0, 887.0]","[4285.0, 949.0000000000001, 887.0, 324.0]","[324.0, 887.0, 949.0000000000001, 4285.0]",0.0,0.0,0.0,0.0,0.001009845998485231,4285.0,324.0,3961.0
258,"[4285.0, 324.0, 887.0, 1290.0]","[4285.0, 1290.0, 887.0, 324.0]","[324.0, 887.0, 1290.0, 4285.0]",0.0,0.0,0.0,0.0,0.001009845998485231,4285.0,324.0,3961.0
259,"[324.0, 887.0, 1290.0, 1303.0]","[1303.0, 1290.0, 887.0, 324.0]","[324.0, 887.0, 1290.0, 1303.0]",0.0,0.0,0.0,0.0,0.0040858018386108275,1303.0,324.0,979.0
260,"[887.0, 1290.0, 1303.0, 5058.0]","[5058.0, 1303.0, 1290.0, 887.0]","[887.0, 1290.0, 1303.0, 5058.0]",0.0,0.0,0.0,0.0,0.0009590026372572524,5058.0,887.0,4171.0
261,"[1290.0, 1303.0, 5058.0, 3744.0000000000005]","[5058.0, 3744.0000000000005, 1303.0, 1290.0]","[1290.0, 1303.0, 3744.0000000000005, 5058.0]",0.0,0.0,0.0,0.0,0.0010615711252653928,5058.0,1290.0,3768.0
262,"[1303.0, 5058.0, 3744.0000000000005, 434.0]","[5058.0, 3744.0000000000005, 1303.0, 434.0]","[434.0, 1303.0, 3744.0000000000005, 5058.0]",0.0,0.0,0.0,0.0,0.0008650519031141869,5058.0,434.0,4624.0
263,"[5058.0, 3744.0000000000005, 434.0, 1544.0]","[5058.0, 3744.0000000000005, 1544.0, 434.0]","[434.0, 1544.0, 3744.0000000000005, 5058.0]",0.0,0.0,0.0,0.0,0.0008650519031141869,5058.0,434.0,4624.0
264,"[3744.0000000000005, 434.0, 1544.0, 3434.0]","[3744.0000000000005, 3434.0, 1544.0, 434.0]","[434.0, 1544.0, 3434.0, 3744.0000000000005]",0.0,0.0,0.0,0.0,0.0012084592145015104,3744.0000000000005,434.0,3310.0000000000005
265,"[434.0, 1544.0, 3434.0, 531.0]","[3434.0, 1544.0, 531.0, 434.0]","[434.0, 531.0, 1544.0, 3434.0]",0.0,0.0,0.0,0.0,0.0013333333333333333,3434.0,434.0,3000.0
266,"[1544.0, 3434.0, 531.0, 42.0]","[3434.0, 1544.0, 531.0, 42.0]","[42.0, 531.0, 1544.0, 3434.0]",0.0,0.0,0.0,0.0,0.000884433962264151,3434.0,42.0,3392.0
267,"[3434.0, 531.0, 42.0, 6688.0]","[6688.0, 3434.0, 531.0, 42.0]","[42.0, 531.0, 3434.0, 6688.0]",0.0,0.0,0.0,0.0,0.00045139933794763765,6688.0,42.0,6646.0
268,"[531.0, 42.0, 6688.0, 2924.0]","[6688.0, 2924.0, 531.0, 42.0]","[42.0, 531.0, 2924.0, 6688.0]",0.0,0.0,0.0,0.0,0.00045139933794763765,6688.0,42.0,6646.0
269,"[42.0, 6688.0, 2924.0, 185.0]","[6688.0, 2924.0, 185.0, 42.0]","[42.0, 185.0, 2924.0, 6688.0]",0.0,0.0,0.0,0.0,0.00045139933794763765,6688.0,42.0,6646.0
270,"[6688.0, 2924.0, 185.0, 48184.0]","[48184.0, 6688.0, 2924.0, 185.0]","[185.0, 2924.0, 6688.0, 48184.0]",0.0,0.0,0.0,0.0,8.333506948061417e-05,48184.0,185.0,47999.0
271,"[2924.0, 185.0, 48184.0, 433.0]","[48184.0, 2924.0, 433.0, 185.0]","[185.0, 433.0, 2924.0, 48184.0]",0.0,0.0,0.0,0.0,8.333506948061417e-05,48184.0,185.0,47999.0
272,"[185.0, 48184.0, 433.0, 4070.0000000000005]","[48184.0, 4070.0000000000005, 433.0, 185.0]","[185.0, 433.0, 4070.0000000000005, 48184.0]",0.0,0.0,0.0,0.0,8.333506948061417e-05,48184.0,185.0,47999.0
273,"[48184.0, 433.0, 4070.0000000000005, 4308.0]","[48184.0, 4308.0, 4070.0000000000005, 433.0]","[433.0, 4070.0000000000005, 4308.0, 48184.0]",0.0,0.0,0.0,0.0,8.376787920671818e-05,48184.0,433.0,47751.0
274,"[433.0, 4070.0000000000005, 4308.0, 247.00000000000003]","[4308.0, 4070.0000000000005, 433.0, 247.00000000000003]","[247.00000000000003, 433.0, 4070.0000000000005, 4308.0]",0.0,0.0,0.0,0.0,0.0009849790691947797,4308.0,247.00000000000003,4061.0
275,"[4070.0000000000005, 4308.0, 247.00000000000003, 1961.0000000000002]","[4308.0, 4070.0000000000005, 1961.0000000000002, 247.00000000000003]","[247.00000000000003, 1961.0000000000002, 4070.0000000000005, 4308.0]",0.0,0.0,0.0,0.0,0.0009849790691947797,4308.0,247.00000000000003,4061.0
276,"[4308.0, 247.00000000000003, 1961.0000000000002, 2419.0]","[4308.0, 2419.0, 1961.0000000000002, 247.00000000000003]","[247.00000000000003, 1961.0000000000002, 2419.0, 4308.0]",0.0,0.0,0.0,0.0,0.0009849790691947797,4308.0,247.00000000000003,4061.0
277,"[247.00000000000003, 1961.0000000000002, 2419.0, 3084.0]","[3084.0, 2419.0, 1961.0000000000002, 247.00000000000003]","[247.00000000000003, 1961.0000000000002, 2419.0, 3084.0]",0.0,0.0,0.0,0.0,0.0014099400775467042,3084.0,247.00000000000003,2837.0
278,"[1961.0000000000002, 2419.0, 3084.0, 322.0]","[3084.0, 2419.0, 1961.0000000000002, 322.0]","[322.0, 1961.0000000000002, 2419.0, 3084.0]",0.0,0.0,0.0,0.0,0.001448225923244026,3084.0,322.0,2762.0
279,"[2419.0, 3084.0, 322.0, 3176.0]","[3176.0, 3084.0, 2419.0, 322.0]","[322.0, 2419.0, 3084.0, 3176.0]",0.0,0.0,0.0,0.0,0.001401541695865452,3176.0,322.0,2854.0
280,"[3084.0, 322.0, 3176.0, 1729.0]","[3176.0, 3084.0, 1729.0, 322.0]","[322.0, 1729.0, 3084.0, 3176.0]",0.0,0.0,0.0,0.0,0.001401541695865452,3176.0,322.0,2854.0
281,"[322.0, 3176.0, 1729.0, 6264.0]","[6264.0, 3176.0, 1729.0, 322.0]","[322.0, 1729.0, 3176.0, 6264.0]",0.0,0.0,0.0,0.0,0.0006731740154830024,6264.0,322.0,5942.0
282,"[3176.0, 1729.0, 6264.0, 4597.0]","[6264.0, 4597.0, 3176.0, 1729.0]","[1729.0, 3176.0, 4597.0, 6264.0]",0.0,0.0,0.0,0.0,0.0008820286659316428,6264.0,1729.0,4535.0
283,"[1729.0, 6264.0, 4597.0, 1566.0]","[6264.0, 4597.0, 1729.0, 1566.0]","[1566.0, 1729.0, 4597.0, 6264.0]",0.0,0.0,0.0,0.0,0.0008514261387824606,6264.0,1566.0,4698.0
284,"[6264.0, 4597.0, 1566.0, 52244.0]","[52244.0, 6264.0, 4597.0, 1566.0]","[1566.0, 4597.0, 6264.0, 52244.0]",0.0,0.0,0.0,0.0,7.892971309049292e-05,52244.0,1566.0,50678.0
285,"[4597.0, 1566.0, 52244.0, 2670.0]","[52244.0, 4597.0, 2670.0, 1566.0]","[1566.0, 2670.0, 4597.0, 52244.0]",0.0,0.0,0.0,0.0,7.892971309049292e-05,52244.0,1566.0,50678.0
286,"[1566.0, 52244.0, 2670.0, 10941.0]","[52244.0, 10941.0, 2670.0, 1566.0]","[1566.0, 2670.0, 10941.0, 52244.0]",0.0,0.0,0.0,0.0,7.892971309049292e-05,52244.0,1566.0,50678.0
287,"[52244.0, 2670.0, 10941.0, 1659.0]","[52244.0, 10941.0, 2670.0, 1659.0]","[1659.0, 2670.0, 10941.0, 52244.0]",0.0,0.0,0.0,0.0,7.907482455273303e-05,52244.0,1659.0,50585.0
288,"[2670.0, 10941.0, 1659.0, 1080.0]","[10941.0, 2670.0, 1659.0, 1080.0]","[1080.0, 1659.0, 2670.0, 10941.0]",0.0,0.0,0.0,0.0,0.0004056383733901227,10941.0,1080.0,9861.0
289,"[10941.0, 1659.0, 1080.0, 3077.0]","[10941.0, 3077.0, 1659.0, 1080.0]","[1080.0, 1659.0, 3077.0, 10941.0]",0.0,0.0,0.0,0.0,0.0004056383733901227,10941.0,1080.0,9861.0
290,"[1659.0, 1080.0, 3077.0, 845.0]","[3077.0, 1659.0, 1080.0, 845.0]","[845.0, 1080.0, 1659.0, 3077.0]",0.0,0.0,0.0,0.0,0.0017921146953405018,3077.0,845.0,2232.0
291,"[1080.0, 3077.0, 845.0, 10040.0]","[10040.0, 3077.0, 1080.0, 845.0]","[845.0, 1080.0, 3077.0, 10040.0]",0.0,0.0,0.0,0.0,0.0004350190320826536,10040.0,845.0,9195.0
292,"[3077.0, 845.0, 10040.0, 57681.0]","[57681.0, 10040.0, 3077.0, 845.0]","[845.0, 3077.0, 10040.0, 57681.0]",0.0,0.0,0.0,0.0,7.037792948131466e-05,57681.0,845.0,56836.0
293,"[845.0, 10040.0, 57681.0, 573.0]","[57681.0, 10040.0, 845.0, 573.0]","[573.0, 845.0, 10040.0, 57681.0]",0.0,0.0,0.0,0.0,7.004272606289837e-05,57681.0,573.0,57108.0
294,"[10040.0, 57681.0, 573.0, 7672.000000000001]","[57681.0, 10040.0, 7672.000000000001, 573.0]","[573.0, 7672.000000000001, 10040.0, 57681.0]",0.0,0.0,0.0,0.0,7.004272606289837e-05,57681.0,573.0,57108.0
295,"[57681.0, 573.0, 7672.000000000001, 117.00000000000001]","[57681.0, 7672.000000000001, 573.0, 117.00000000000001]","[117.00000000000001, 573.0, 7672.000000000001, 57681.0]",0.0,0.0,0.0,0.0,6.948787436592315e-05,57681.0,117.00000000000001,57564.0
296,"[573.0, 7672.000000000001, 117.00000000000001, 710.0]","[7672.000000000001, 710.0, 573.0, 117.00000000000001]","[117.00000000000001, 573.0, 710.0, 7672.000000000001]",0.0,0.0,0.0,0.0,0.000529450694904037,7672.000000000001,117.00000000000001,7555.000000000001
297,"[7672.000000000001, 117.00000000000001, 710.0, 1078.0]","[7672.000000000001, 1078.0, 710.0, 117.00000000000001]","[117.00000000000001, 710.0, 1078.0, 7672.000000000001]",0.0,0.0,0.0,0.0,0.000529450694904037,7672.000000000001,117.00000000000001,7555.000000000001
298,"[117.00000000000001, 710.0, 1078.0, 273.0]","[1078.0, 710.0, 273.0, 117.00000000000001]","[117.00000000000001, 273.0, 710.0, 1078.0]",0.0,0.0,0.0,0.0,0.004162330905306972,1078.0,117.00000000000001,961.0
299,"[710.0, 1078.0, 273.0, 3545.0]","[3545.0, 1078.0, 710.0, 273.0]","[273.0, 710.0, 1078.0, 3545.0]",0.0,0.0,0.0,0.0,0.0012224938875305623,3545.0,273.0,3272.0
300,"[1078.0, 273.0, 3545.0, 562.0]","[3545.0, 1078.0, 562.0, 273.0]","[273.0, 562.0, 1078.0, 3545.0]",0.0,0.0,0.0,0.0,0.0012224938875305623,3545.0,273.0,3272.0
301,"[273.0, 3545.0, 562.0, 3325.0]","[3545.0, 3325.0, 562.0, 273.0]","[273.0, 562.0, 3325.0, 3545.0]",0.0,0.0,0.0,0.0,0.0012224938875305623,3545.0,273.0,3272.0
302,"[3545.0, 562.0, 3325.0, 2358.0]","[3545.0, 3325.0, 2358.0, 562.0]","[562.0, 2358.0, 3325.0, 3545.0]",0.0,0.0,0.0,0.0,0.0013409319477036541,3545.0,562.0,2983.0
303,"[562.0, 3325.0, 2358.0, 1466.0]","[3325.0, 2358.0, 1466.0, 562.0]","[562.0, 1466.0, 2358.0, 3325.0]",0.0,0.0,0.0,0.0,0.0014477017734346724,3325.0,562.0,2763.0
304,"[3325.0, 2358.0, 1466.0, 9732.0]","[9732.0, 3325.0, 2358.0, 1466.0]","[1466.0, 2358.0, 3325.0, 9732.0]",0.0,0.0,0.0,0.0,0.0004839099927413501,9732.0,1466.0,8266.0
305,"[2358.0, 1466.0, 9732.0, 2065.0]","[9732.0, 2358.0, 2065.0, 1466.0]","[1466.0, 2065.0, 2358.0, 9732.0]",0.0,0.0,0.0,0.0,0.0004839099927413501,9732.0,1466.0,8266.0
306,"[1466.0, 9732.0, 2065.0, 1045.0]","[9732.0, 2065.0, 1466.0, 1045.0]","[1045.0, 1466.0, 2065.0, 9732.0]",0.0,0.0,0.0,0.0,0.0004604581558650858,9732.0,1045.0,8687.0
307,"[9732.0, 2065.0, 1045.0, 1093.0]","[9732.0, 2065.0, 1093.0, 1045.0]","[1045.0, 1093.0, 2065.0, 9732.0]",0.0,0.0,0.0,0.0,0.0004604581558650858,9732.0,1045.0,8687.0
308,"[2065.0, 1045.0, 1093.0, 302.0]","[2065.0, 1093.0, 1045.0, 302.0]","[302.0, 1045.0, 1093.0, 2065.0]",0.0,0.0,0.0,0.0,0.0022688598979013048,2065.0,302.0,1763.0
309,"[1045.0, 1093.0, 302.0, 686.0]","[1093.0, 1045.0, 686.0, 302.0]","[302.0, 686.0, 1045.0, 1093.0]",0.0,0.0,0.0,0.0,0.0050568900126422255,1093.0,302.0,791.0
310,"[1093.0, 302.0, 686.0, 50833.0]","[50833.0, 1093.0, 686.0, 302.0]","[302.0, 686.0, 1093.0, 50833.0]",0.0,0.0,0.0,0.0,7.915932793730582e-05,50833.0,302.0,50531.0
311,"[302.0, 686.0, 50833.0, 1484.0]","[50833.0, 1484.0, 686.0, 302.0]","[302.0, 686.0, 1484.0, 50833.0]",0.0,0.0,0.0,0.0,7.915932793730582e-05,50833.0,302.0,50531.0
312,"[686.0, 50833.0, 1484.0, 4947.0]","[50833.0, 4947.0, 1484.0, 686.0]","[686.0, 1484.0, 4947.0, 50833.0]",0.0,0.0,0.0,0.0,7.97654894609847e-05,50833.0,686.0,50147.0
313,"[50833.0, 1484.0, 4947.0, 2256.0]","[50833.0, 4947.0, 2256.0, 1484.0]","[1484.0, 2256.0, 4947.0, 50833.0]",0.0,0.0,0.0,0.0,8.105534053374942e-05,50833.0,1484.0,49349.0
314,"[1484.0, 4947.0, 2256.0, 468.00000000000006]","[4947.0, 2256.0, 1484.0, 468.00000000000006]","[468.00000000000006, 1484.0, 2256.0, 4947.0]",0.0,0.0,0.0,0.0,0.0008930564858227283,4947.0,468.00000000000006,4479.0
315,"[4947.0, 2256.0, 468.00000000000006, 3806.0000000000005]","[4947.0, 3806.0000000000005, 2256.0, 468.00000000000006]","[468.00000000000006, 2256.0, 3806.0000000000005, 4947.0]",0.0,0.0,0.0,0.0,0.0008930564858227283,4947.0,468.00000000000006,4479.0
316,"[2256.0, 468.00000000000006, 3806.0000000000005, 2676.0]","[3806.0000000000005, 2676.0, 2256.0, 468.00000000000006]","[468.00000000000006, 2256.0, 2676.0, 3806.0000000000005]",0.0,0.0,0.0,0.0,0.0011983223487118033,3806.0000000000005,468.00000000000006,3338.0000000000005
317,"[468.00000000000006, 3806.0000000000005, 2676.0, 1245.0]","[3806.0000000000005, 2676.0, 1245.0, 468.00000000000006]","[468.00000000000006, 1245.0, 2676.0, 3806.0000000000005]",0.0,0.0,0.0,0.0,0.0011983223487118033,3806.0000000000005,468.00000000000006,3338.0000000000005
318,"[3806.0000000000005, 2676.0, 1245.0, 168.0]","[3806.0000000000005, 2676.0, 1245.0, 168.0]","[168.0, 1245.0, 2676.0, 3806.0000000000005]",0.0,0.0,0.0,0.0,0.0010995052226498074,3806.0000000000005,168.0,3638.0000000000005
319,"[2676.0, 1245.0, 168.0, 311.0]","[2676.0, 1245.0, 311.0, 168.0]","[168.0, 311.0, 1245.0, 2676.0]",0.0,0.0,0.0,0.0,0.001594896331738437,2676.0,168.0,2508.0
320,"[1245.0, 168.0, 311.0, 3653.0000000000005]","[3653.0000000000005, 1245.0, 311.0, 168.0]","[168.0, 311.0, 1245.0, 3653.0000000000005]",0.0,0.0,0.0,0.0,0.0011477761836441891,3653.0000000000005,168.0,3485.0000000000005
321,"[168.0, 311.0, 3653.0000000000005, 310.0]","[3653.0000000000005, 311.0, 310.0, 168.0]","[168.0, 310.0, 311.0, 3653.0000000000005]",0.0,0.0,0.0,0.0,0.0011477761836441891,3653.0000000000005,168.0,3485.0000000000005
322,"[311.0, 3653.0000000000005, 310.0, 954.0000000000001]","[3653.0000000000005, 954.0000000000001, 311.0, 310.0]","[310.0, 311.0, 954.0000000000001, 3653.0000000000005]",0.0,0.0,0.0,0.0,0.001196530062817828,3653.0000000000005,310.0,3343.0000000000005
323,"[3653.0000000000005, 310.0, 954.0000000000001, 1245.0]","[3653.0000000000005, 1245.0, 954.0000000000001, 310.0]","[310.0, 954.0000000000001, 1245.0, 3653.0000000000005]",0.0,0.0,0.0,0.0,0.001196530062817828,3653.0000000000005,310.0,3343.0000000000005
324,"[310.0, 954.0000000000001, 1245.0, 1987.0000000000002]","[1987.0000000000002, 1245.0, 954.0000000000001, 310.0]","[310.0, 954.0000000000001, 1245.0, 1987.0000000000002]",0.0,0.0,0.0,0.0,0.002385211687537269,1987.0000000000002,310.0,1677.0000000000002
325,"[954.0000000000001, 1245.0, 1987.0000000000002, 3534.0]","[3534.0, 1987.0000000000002, 1245.0, 954.0000000000001]","[954.0000000000001, 1245.0, 1987.0000000000002, 3534.0]",0.0,0.0,0.0,0.0,0.0015503875968992248,3534.0,954.0000000000001,2580.0
326,"[1245.0, 1987.0000000000002, 3534.0, 378.0]","[3534.0, 1987.0000000000002, 1245.0, 378.0]","[378.0, 1245.0, 1987.0000000000002, 3534.0]",0.0,0.0,0.0,0.0,0.0012674271229404308,3534.0,378.0,3156.0
327,"[1987.0000000000002, 3534.0, 378.0, 406.0]","[3534.0, 1987.0000000000002, 406.0, 378.0]","[378.0, 406.0, 1987.0000000000002, 3534.0]",0.0,0.0,0.0,0.0,0.0012674271229404308,3534.0,378.0,3156.0
328,"[3534.0, 378.0, 406.0, 4201.0]","[4201.0, 3534.0, 406.0, 378.0]","[378.0, 406.0, 3534.0, 4201.0]",0.0,0.0,0.0,0.0,0.00104629871828407,4201.0,378.0,3823.0
329,"[378.0, 406.0, 4201.0, 51112.0]","[51112.0, 4201.0, 406.0, 378.0]","[378.0, 406.0, 4201.0, 51112.0]",0.0,0.0,0.0,0.0,7.884259076753262e-05,51112.0,378.0,50734.0
330,"[406.0, 4201.0, 51112.0, 2965.0]","[51112.0, 4201.0, 2965.0, 406.0]","[406.0, 2965.0, 4201.0, 51112.0]",0.0,0.0,0.0,0.0,7.888612787441328e-05,51112.0,406.0,50706.0
