,time_interval,max_deltas,min_deltas,ratio_of_deltas_A,ratio_of_deltas_B,ratio_of_deltas_C,ratio_of_deltas_D,ratio_of_deltas_E,max_time_interval,min_time_interval,interval_length
106,"[1764.0, 1445.0, 42.0, 2585.0]","[2585.0, 1764.0, 1445.0, 42.0]","[42.0, 1445.0, 1764.0, 2585.0]",0.0,0.0,0.0,0.0,0.0011797090051120724,2585.0,42.0,2543.0
107,"[1445.0, 42.0, 2585.0, 8103.000000000001]","[8103.000000000001, 2585.0, 1445.0, 42.0]","[42.0, 1445.0, 2585.0, 8103.000000000001]",0.0,0.0,0.0,0.0,0.00037216226274655747,8103.000000000001,42.0,8061.000000000001
108,"[42.0, 2585.0, 8103.000000000001, 1520.0]","[8103.000000000001, 2585.0, 1520.0, 42.0]","[42.0, 1520.0, 2585.0, 8103.000000000001]",0.0,0.0,0.0,0.0,0.00037216226274655747,8103.000000000001,42.0,8061.000000000001
109,"[2585.0, 8103.000000000001, 1520.0, 52.0]","[8103.000000000001, 2585.0, 1520.0, 52.0]","[52.0, 1520.0, 2585.0, 8103.000000000001]",0.0,0.0,0.0,0.0,0.00037262451869333,8103.000000000001,52.0,8051.000000000001
110,"[8103.000000000001, 1520.0, 52.0, 1234.0]","[8103.000000000001, 1520.0, 1234.0, 52.0]","[52.0, 1234.0, 1520.0, 8103.000000000001]",0.0,0.0,0.0,0.0,0.00037262451869333,8103.000000000001,52.0,8051.000000000001
111,"[1520.0, 52.0, 1234.0, 7659.000000000001]","[7659.000000000001, 1520.0, 1234.0, 52.0]","[52.0, 1234.0, 1520.0, 7659.000000000001]",0.0,0.0,0.0,0.0,0.00039437360326015505,7659.000000000001,52.0,7607.000000000001
112,"[52.0, 1234.0, 7659.000000000001, 1585.0]","[7659.000000000001, 1585.0, 1234.0, 52.0]","[52.0, 1234.0, 1585.0, 7659.000000000001]",0.0,0.0,0.0,0.0,0.00039437360326015505,7659.000000000001,52.0,7607.000000000001
113,"[1234.0, 7659.000000000001, 1585.0, 198.0]","[7659.000000000001, 1585.0, 1234.0, 198.0]","[198.0, 1234.0, 1585.0, 7659.000000000001]",0.0,0.0,0.0,0.0,0.0005361211633829245,7659.000000000001,198.0,7461.000000000001
114,"[7659.000000000001, 1585.0, 198.0, 48678.0]","[48678.0, 7659.000000000001, 1585.0, 198.0]","[198.0, 1585.0, 7659.000000000001, 48678.0]",0.0,0.0,0.0,0.0,8.250825082508251e-05,48678.0,198.0,48480.0
115,"[1585.0, 198.0, 48678.0, 3961.0000000000005]","[48678.0, 3961.0000000000005, 1585.0, 198.0]","[198.0, 1585.0, 3961.0000000000005, 48678.0]",0.0,0.0,0.0,0.0,8.250825082508251e-05,48678.0,198.0,48480.0
116,"[198.0, 48678.0, 3961.0000000000005, 19.0]","[48678.0, 3961.0000000000005, 198.0, 19.0]","[19.0, 198.0, 3961.0000000000005, 48678.0]",0.0,0.0,0.0,2.055118272056557e-05,6.165354816169671e-05,48678.0,19.0,48659.0
117,"[48678.0, 3961.0000000000005, 19.0, 1736.0]","[48678.0, 3961.0000000000005, 1736.0, 19.0]","[19.0, 1736.0, 3961.0000000000005, 48678.0]",0.0,0.0,0.0,2.055118272056557e-05,6.165354816169671e-05,48678.0,19.0,48659.0
118,"[3961.0000000000005, 19.0, 1736.0, 7009.0]","[7009.0, 3961.0000000000005, 1736.0, 19.0]","[19.0, 1736.0, 3961.0000000000005, 7009.0]",0.0,0.0,0.0,0.0001430615164520744,0.00042918454935622315,7009.0,19.0,6990.0
119,"[19.0, 1736.0, 7009.0, 2354.0]","[7009.0, 2354.0, 1736.0, 19.0]","[19.0, 1736.0, 2354.0, 7009.0]",0.0,0.0,0.0,0.0001430615164520744,0.00042918454935622315,7009.0,19.0,6990.0
120,"[1736.0, 7009.0, 2354.0, 94.0]","[7009.0, 2354.0, 1736.0, 94.0]","[94.0, 1736.0, 2354.0, 7009.0]",0.0,0.0,0.0,0.0,0.0004338394793926247,7009.0,94.0,6915.0
121,"[7009.0, 2354.0, 94.0, 812.0]","[7009.0, 2354.0, 812.0, 94.0]","[94.0, 812.0, 2354.0, 7009.0]",0.0,0.0,0.0,0.0,0.0004338394793926247,7009.0,94.0,6915.0
122,"[2354.0, 94.0, 812.0, 1543.0]","[2354.0, 1543.0, 812.0, 94.0]","[94.0, 812.0, 1543.0, 2354.0]",0.0,0.0,0.0,0.0,0.001327433628318584,2354.0,94.0,2260.0
123,"[94.0, 812.0, 1543.0, 1487.0]","[1543.0, 1487.0, 812.0, 94.0]","[94.0, 812.0, 1487.0, 1543.0]",0.0,0.0,0.0,0.0,0.002070393374741201,1543.0,94.0,1449.0
124,"[812.0, 1543.0, 1487.0, 1110.0]","[1543.0, 1487.0, 1110.0, 812.0]","[812.0, 1110.0, 1487.0, 1543.0]",0.0,0.0,0.0,0.0,0.005471956224350205,1543.0,812.0,731.0
125,"[1543.0, 1487.0, 1110.0, 222.0]","[1543.0, 1487.0, 1110.0, 222.0]","[222.0, 1110.0, 1487.0, 1543.0]",0.0,0.0,0.0,0.0,0.003028009084027252,1543.0,222.0,1321.0
126,"[1487.0, 1110.0, 222.0, 1282.0]","[1487.0, 1282.0, 1110.0, 222.0]","[222.0, 1110.0, 1282.0, 1487.0]",0.0,0.0,0.0,0.0,0.0031620553359683794,1487.0,222.0,1265.0
127,"[1110.0, 222.0, 1282.0, 7488.000000000001]","[7488.000000000001, 1282.0, 1110.0, 222.0]","[222.0, 1110.0, 1282.0, 7488.000000000001]",0.0,0.0,0.0,0.0,0.0005505092210294521,7488.000000000001,222.0,7266.000000000001
128,"[222.0, 1282.0, 7488.000000000001, 6845.0]","[7488.000000000001, 6845.0, 1282.0, 222.0]","[222.0, 1282.0, 6845.0, 7488.000000000001]",0.0,0.0,0.0,0.0,0.0005505092210294521,7488.000000000001,222.0,7266.000000000001
129,"[1282.0, 7488.000000000001, 6845.0, 49208.0]","[49208.0, 7488.000000000001, 6845.0, 1282.0]","[1282.0, 6845.0, 7488.000000000001, 49208.0]",0.0,0.0,0.0,0.0,8.346200392271419e-05,49208.0,1282.0,47926.0
130,"[7488.000000000001, 6845.0, 49208.0, 858.0]","[49208.0, 7488.000000000001, 6845.0, 858.0]","[858.0, 6845.0, 7488.000000000001, 49208.0]",0.0,0.0,0.0,0.0,8.27300930713547e-05,49208.0,858.0,48350.0
131,"[6845.0, 49208.0, 858.0, 708.0]","[49208.0, 6845.0, 858.0, 708.0]","[708.0, 858.0, 6845.0, 49208.0]",0.0,0.0,0.0,0.0,8.247422680412371e-05,49208.0,708.0,48500.0
132,"[49208.0, 858.0, 708.0, 1484.0]","[49208.0, 1484.0, 858.0, 708.0]","[708.0, 858.0, 1484.0, 49208.0]",0.0,0.0,0.0,0.0,8.247422680412371e-05,49208.0,708.0,48500.0
133,"[858.0, 708.0, 1484.0, 1499.0]","[1499.0, 1484.0, 858.0, 708.0]","[708.0, 858.0, 1484.0, 1499.0]",0.0,0.0,0.0,0.0,0.0050568900126422255,1499.0,708.0,791.0
134,"[708.0, 1484.0, 1499.0, 9413.0]","[9413.0, 1499.0, 1484.0, 708.0]","[708.0, 1484.0, 1499.0, 9413.0]",0.0,0.0,0.0,0.0,0.0004595060310166571,9413.0,708.0,8705.0
135,"[1484.0, 1499.0, 9413.0, 156.0]","[9413.0, 1499.0, 1484.0, 156.0]","[156.0, 1484.0, 1499.0, 9413.0]",0.0,0.0,0.0,0.0,0.0004321054337258291,9413.0,156.0,9257.0
136,"[1499.0, 9413.0, 156.0, 529.0]","[9413.0, 1499.0, 529.0, 156.0]","[156.0, 529.0, 1499.0, 9413.0]",0.0,0.0,0.0,0.0,0.0004321054337258291,9413.0,156.0,9257.0
137,"[9413.0, 156.0, 529.0, 1009.0000000000001]","[9413.0, 1009.0000000000001, 529.0, 156.0]","[156.0, 529.0, 1009.0000000000001, 9413.0]",0.0,0.0,0.0,0.0,0.0004321054337258291,9413.0,156.0,9257.0
138,"[156.0, 529.0, 1009.0000000000001, 242.00000000000003]","[1009.0000000000001, 529.0, 242.00000000000003, 156.0]","[156.0, 242.00000000000003, 529.0, 1009.0000000000001]",0.0,0.0,0.0,0.0,0.004689331770222743,1009.0000000000001,156.0,853.0000000000001
139,"[529.0, 1009.0000000000001, 242.00000000000003, 1713.0]","[1713.0, 1009.0000000000001, 529.0, 242.00000000000003]","[242.00000000000003, 529.0, 1009.0000000000001, 1713.0]",0.0,0.0,0.0,0.0,0.002719238613188307,1713.0,242.00000000000003,1471.0
140,"[1009.0000000000001, 242.00000000000003, 1713.0, 615.0]","[1713.0, 1009.0000000000001, 615.0, 242.00000000000003]","[242.00000000000003, 615.0, 1009.0000000000001, 1713.0]",0.0,0.0,0.0,0.0,0.002719238613188307,1713.0,242.00000000000003,1471.0
141,"[242.00000000000003, 1713.0, 615.0, 1631.0]","[1713.0, 1631.0, 615.0, 242.00000000000003]","[242.00000000000003, 615.0, 1631.0, 1713.0]",0.0,0.0,0.0,0.0,0.002719238613188307,1713.0,242.00000000000003,1471.0
142,"[1713.0, 615.0, 1631.0, 1597.0]","[1713.0, 1631.0, 1597.0, 615.0]","[615.0, 1597.0, 1631.0, 1713.0]",0.0,0.0,0.0,0.0,0.0036429872495446266,1713.0,615.0,1098.0
143,"[615.0, 1631.0, 1597.0, 6913.0]","[6913.0, 1631.0, 1597.0, 615.0]","[615.0, 1597.0, 1631.0, 6913.0]",0.0,0.0,0.0,0.0,0.0006351222610352493,6913.0,615.0,6298.0
144,"[1631.0, 1597.0, 6913.0, 1642.0]","[6913.0, 1642.0, 1631.0, 1597.0]","[1597.0, 1631.0, 1642.0, 6913.0]",0.0,0.0,0.0,0.0,0.0007524454477050414,6913.0,1597.0,5316.0
145,"[1597.0, 6913.0, 1642.0, 2253.0]","[6913.0, 2253.0, 1642.0, 1597.0]","[1597.0, 1642.0, 2253.0, 6913.0]",0.0,0.0,0.0,0.0,0.0007524454477050414,6913.0,1597.0,5316.0
146,"[6913.0, 1642.0, 2253.0, 1483.0]","[6913.0, 2253.0, 1642.0, 1483.0]","[1483.0, 1642.0, 2253.0, 6913.0]",0.0,0.0,0.0,0.0,0.0007366482504604051,6913.0,1483.0,5430.0
147,"[1642.0, 2253.0, 1483.0, 6.0]","[2253.0, 1642.0, 1483.0, 6.0]","[6.0, 1483.0, 1642.0, 2253.0]",0.0,0.0,0.0004450378282153983,0.0004450378282153983,0.0013351134846461949,2253.0,6.0,2247.0
148,"[2253.0, 1483.0, 6.0, 3278.0]","[3278.0, 2253.0, 1483.0, 6.0]","[6.0, 1483.0, 2253.0, 3278.0]",0.0,0.0,0.0003056234718826406,0.0003056234718826406,0.0009168704156479218,3278.0,6.0,3272.0
149,"[1483.0, 6.0, 3278.0, 1875.0000000000002]","[3278.0, 1875.0000000000002, 1483.0, 6.0]","[6.0, 1483.0, 1875.0000000000002, 3278.0]",0.0,0.0,0.0003056234718826406,0.0003056234718826406,0.0009168704156479218,3278.0,6.0,3272.0
150,"[6.0, 3278.0, 1875.0000000000002, 47960.0]","[47960.0, 3278.0, 1875.0000000000002, 6.0]","[6.0, 1875.0000000000002, 3278.0, 47960.0]",0.0,0.0,2.085331776285607e-05,2.085331776285607e-05,6.255995328856821e-05,47960.0,6.0,47954.0
151,"[3278.0, 1875.0000000000002, 47960.0, 2685.0]","[47960.0, 3278.0, 2685.0, 1875.0000000000002]","[1875.0000000000002, 2685.0, 3278.0, 47960.0]",0.0,0.0,0.0,0.0,8.679613757187806e-05,47960.0,1875.0000000000002,46085.0
152,"[1875.0000000000002, 47960.0, 2685.0, 5404.0]","[47960.0, 5404.0, 2685.0, 1875.0000000000002]","[1875.0000000000002, 2685.0, 5404.0, 47960.0]",0.0,0.0,0.0,0.0,8.679613757187806e-05,47960.0,1875.0000000000002,46085.0
153,"[47960.0, 2685.0, 5404.0, 204.0]","[47960.0, 5404.0, 2685.0, 204.0]","[204.0, 2685.0, 5404.0, 47960.0]",0.0,0.0,0.0,0.0,8.375910880308233e-05,47960.0,204.0,47756.0
154,"[2685.0, 5404.0, 204.0, 2791.0]","[5404.0, 2791.0, 2685.0, 204.0]","[204.0, 2685.0, 2791.0, 5404.0]",0.0,0.0,0.0,0.0,0.0007692307692307692,5404.0,204.0,5200.0
155,"[5404.0, 204.0, 2791.0, 920.0000000000001]","[5404.0, 2791.0, 920.0000000000001, 204.0]","[204.0, 920.0000000000001, 2791.0, 5404.0]",0.0,0.0,0.0,0.0,0.0007692307692307692,5404.0,204.0,5200.0
156,"[204.0, 2791.0, 920.0000000000001, 1549.0]","[2791.0, 1549.0, 920.0000000000001, 204.0]","[204.0, 920.0000000000001, 1549.0, 2791.0]",0.0,0.0,0.0,0.0,0.0015461925009663702,2791.0,204.0,2587.0
157,"[2791.0, 920.0000000000001, 1549.0, 206.0]","[2791.0, 1549.0, 920.0000000000001, 206.0]","[206.0, 920.0000000000001, 1549.0, 2791.0]",0.0,0.0,0.0,0.0,0.0015473887814313346,2791.0,206.0,2585.0
158,"[920.0000000000001, 1549.0, 206.0, 4215.0]","[4215.0, 1549.0, 920.0000000000001, 206.0]","[206.0, 920.0000000000001, 1549.0, 4215.0]",0.0,0.0,0.0,0.0,0.0009977550511349464,4215.0,206.0,4009.0
159,"[1549.0, 206.0, 4215.0, 2686.0]","[4215.0, 2686.0, 1549.0, 206.0]","[206.0, 1549.0, 2686.0, 4215.0]",0.0,0.0,0.0,0.0,0.0009977550511349464,4215.0,206.0,4009.0
160,"[206.0, 4215.0, 2686.0, 1410.0]","[4215.0, 2686.0, 1410.0, 206.0]","[206.0, 1410.0, 2686.0, 4215.0]",0.0,0.0,0.0,0.0,0.0009977550511349464,4215.0,206.0,4009.0
161,"[4215.0, 2686.0, 1410.0, 4840.0]","[4840.0, 4215.0, 2686.0, 1410.0]","[1410.0, 2686.0, 4215.0, 4840.0]",0.0,0.0,0.0,0.0,0.0011661807580174927,4840.0,1410.0,3430.0
162,"[2686.0, 1410.0, 4840.0, 5354.0]","[5354.0, 4840.0, 2686.0, 1410.0]","[1410.0, 2686.0, 4840.0, 5354.0]",0.0,0.0,0.0,0.0,0.0010141987829614604,5354.0,1410.0,3944.0
163,"[1410.0, 4840.0, 5354.0, 2280.0]","[5354.0, 4840.0, 2280.0, 1410.0]","[1410.0, 2280.0, 4840.0, 5354.0]",0.0,0.0,0.0,0.0,0.0010141987829614604,5354.0,1410.0,3944.0
164,"[4840.0, 5354.0, 2280.0, 4127.0]","[5354.0, 4840.0, 4127.0, 2280.0]","[2280.0, 4127.0, 4840.0, 5354.0]",0.0,0.0,0.0,0.0,0.0013012361743656475,5354.0,2280.0,3074.0
165,"[5354.0, 2280.0, 4127.0, 178.0]","[5354.0, 4127.0, 2280.0, 178.0]","[178.0, 2280.0, 4127.0, 5354.0]",0.0,0.0,0.0,0.0,0.0007727975270479134,5354.0,178.0,5176.0
166,"[2280.0, 4127.0, 178.0, 48813.0]","[48813.0, 4127.0, 2280.0, 178.0]","[178.0, 2280.0, 4127.0, 48813.0]",0.0,0.0,0.0,0.0,8.224529659710085e-05,48813.0,178.0,48635.0
167,"[4127.0, 178.0, 48813.0, 1707.0]","[48813.0, 4127.0, 1707.0, 178.0]","[178.0, 1707.0, 4127.0, 48813.0]",0.0,0.0,0.0,0.0,8.224529659710085e-05,48813.0,178.0,48635.0
168,"[178.0, 48813.0, 1707.0, 12459.0]","[48813.0, 12459.0, 1707.0, 178.0]","[178.0, 1707.0, 12459.0, 48813.0]",0.0,0.0,0.0,0.0,8.224529659710085e-05,48813.0,178.0,48635.0
169,"[48813.0, 1707.0, 12459.0, 282.0]","[48813.0, 12459.0, 1707.0, 282.0]","[282.0, 1707.0, 12459.0, 48813.0]",0.0,0.0,0.0,0.0,8.242154499186087e-05,48813.0,282.0,48531.0
170,"[1707.0, 12459.0, 282.0, 1544.0]","[12459.0, 1707.0, 1544.0, 282.0]","[282.0, 1544.0, 1707.0, 12459.0]",0.0,0.0,0.0,0.0,0.00032848813336618213,12459.0,282.0,12177.0
171,"[12459.0, 282.0, 1544.0, 8160.000000000001]","[12459.0, 8160.000000000001, 1544.0, 282.0]","[282.0, 1544.0, 8160.000000000001, 12459.0]",0.0,0.0,0.0,0.0,0.00032848813336618213,12459.0,282.0,12177.0
172,"[282.0, 1544.0, 8160.000000000001, 292.0]","[8160.000000000001, 1544.0, 292.0, 282.0]","[282.0, 292.0, 1544.0, 8160.000000000001]",0.0,0.0,0.0,0.0,0.0005077430820005077,8160.000000000001,282.0,7878.000000000001
173,"[1544.0, 8160.000000000001, 292.0, 1403.0]","[8160.000000000001, 1544.0, 1403.0, 292.0]","[292.0, 1403.0, 1544.0, 8160.000000000001]",0.0,0.0,0.0,0.0,0.0005083884087442805,8160.000000000001,292.0,7868.000000000001
174,"[8160.000000000001, 292.0, 1403.0, 4226.0]","[8160.000000000001, 4226.0, 1403.0, 292.0]","[292.0, 1403.0, 4226.0, 8160.000000000001]",0.0,0.0,0.0,0.0,0.0005083884087442805,8160.000000000001,292.0,7868.000000000001
175,"[292.0, 1403.0, 4226.0, 242.00000000000003]","[4226.0, 1403.0, 292.0, 242.00000000000003]","[242.00000000000003, 292.0, 1403.0, 4226.0]",0.0,0.0,0.0,0.0,0.001004016064257028,4226.0,242.00000000000003,3984.0
176,"[1403.0, 4226.0, 242.00000000000003, 2598.0]","[4226.0, 2598.0, 1403.0, 242.00000000000003]","[242.00000000000003, 1403.0, 2598.0, 4226.0]",0.0,0.0,0.0,0.0,0.001004016064257028,4226.0,242.00000000000003,3984.0
177,"[4226.0, 242.00000000000003, 2598.0, 3419.0]","[4226.0, 3419.0, 2598.0, 242.00000000000003]","[242.00000000000003, 2598.0, 3419.0, 4226.0]",0.0,0.0,0.0,0.0,0.001004016064257028,4226.0,242.00000000000003,3984.0
178,"[242.00000000000003, 2598.0, 3419.0, 860.0]","[3419.0, 2598.0, 860.0, 242.00000000000003]","[242.00000000000003, 860.0, 2598.0, 3419.0]",0.0,0.0,0.0,0.0,0.0012590494176896443,3419.0,242.00000000000003,3177.0
179,"[2598.0, 3419.0, 860.0, 50941.0]","[50941.0, 3419.0, 2598.0, 860.0]","[860.0, 2598.0, 3419.0, 50941.0]",0.0,0.0,0.0,0.0,7.987060961242787e-05,50941.0,860.0,50081.0
180,"[3419.0, 860.0, 50941.0, 1537.0]","[50941.0, 3419.0, 1537.0, 860.0]","[860.0, 1537.0, 3419.0, 50941.0]",0.0,0.0,0.0,0.0,7.987060961242787e-05,50941.0,860.0,50081.0
181,"[860.0, 50941.0, 1537.0, 896.0]","[50941.0, 1537.0, 896.0, 860.0]","[860.0, 896.0, 1537.0, 50941.0]",0.0,0.0,0.0,0.0,7.987060961242787e-05,50941.0,860.0,50081.0
182,"[50941.0, 1537.0, 896.0, 1859.0000000000002]","[50941.0, 1859.0000000000002, 1537.0, 896.0]","[896.0, 1537.0, 1859.0000000000002, 50941.0]",0.0,0.0,0.0,0.0,7.992806474173244e-05,50941.0,896.0,50045.0
183,"[1537.0, 896.0, 1859.0000000000002, 574.0]","[1859.0000000000002, 1537.0, 896.0, 574.0]","[574.0, 896.0, 1537.0, 1859.0000000000002]",0.0,0.0,0.0,0.0,0.0031128404669260694,1859.0000000000002,574.0,1285.0000000000002
184,"[896.0, 1859.0000000000002, 574.0, 1761.0]","[1859.0000000000002, 1761.0, 896.0, 574.0]","[574.0, 896.0, 1761.0, 1859.0000000000002]",0.0,0.0,0.0,0.0,0.0031128404669260694,1859.0000000000002,574.0,1285.0000000000002
185,"[1859.0000000000002, 574.0, 1761.0, 2833.0]","[2833.0, 1859.0000000000002, 1761.0, 574.0]","[574.0, 1761.0, 1859.0000000000002, 2833.0]",0.0,0.0,0.0,0.0,0.0017706949977866313,2833.0,574.0,2259.0
186,"[574.0, 1761.0, 2833.0, 2499.0]","[2833.0, 2499.0, 1761.0, 574.0]","[574.0, 1761.0, 2499.0, 2833.0]",0.0,0.0,0.0,0.0,0.0017706949977866313,2833.0,574.0,2259.0
187,"[1761.0, 2833.0, 2499.0, 1854.0000000000002]","[2833.0, 2499.0, 1854.0000000000002, 1761.0]","[1761.0, 1854.0000000000002, 2499.0, 2833.0]",0.0,0.0,0.0,0.0,0.0037313432835820895,2833.0,1761.0,1072.0
188,"[2833.0, 2499.0, 1854.0000000000002, 719.0]","[2833.0, 2499.0, 1854.0000000000002, 719.0]","[719.0, 1854.0000000000002, 2499.0, 2833.0]",0.0,0.0,0.0,0.0,0.001892147587511826,2833.0,719.0,2114.0
189,"[2499.0, 1854.0000000000002, 719.0, 3081.0]","[3081.0, 2499.0, 1854.0000000000002, 719.0]","[719.0, 1854.0000000000002, 2499.0, 3081.0]",0.0,0.0,0.0,0.0,0.001693480101608806,3081.0,719.0,2362.0
190,"[1854.0000000000002, 719.0, 3081.0, 2112.0]","[3081.0, 2112.0, 1854.0000000000002, 719.0]","[719.0, 1854.0000000000002, 2112.0, 3081.0]",0.0,0.0,0.0,0.0,0.001693480101608806,3081.0,719.0,2362.0
191,"[719.0, 3081.0, 2112.0, 846.0]","[3081.0, 2112.0, 846.0, 719.0]","[719.0, 846.0, 2112.0, 3081.0]",0.0,0.0,0.0,0.0,0.001693480101608806,3081.0,719.0,2362.0
192,"[3081.0, 2112.0, 846.0, 9404.0]","[9404.0, 3081.0, 2112.0, 846.0]","[846.0, 2112.0, 3081.0, 9404.0]",0.0,0.0,0.0,0.0,0.00046739892498247256,9404.0,846.0,8558.0
193,"[2112.0, 846.0, 9404.0, 1877.0000000000002]","[9404.0, 2112.0, 1877.0000000000002, 846.0]","[846.0, 1877.0000000000002, 2112.0, 9404.0]",0.0,0.0,0.0,0.0,0.00046739892498247256,9404.0,846.0,8558.0
194,"[846.0, 9404.0, 1877.0000000000002, 660.0]","[9404.0, 1877.0000000000002, 846.0, 660.0]","[660.0, 846.0, 1877.0000000000002, 9404.0]",0.0,0.0,0.0,0.0,0.0004574565416285453,9404.0,660.0,8744.0
195,"[9404.0, 1877.0000000000002, 660.0, 50199.0]","[50199.0, 9404.0, 1877.0000000000002, 660.0]","[660.0, 1877.0000000000002, 9404.0, 50199.0]",0.0,0.0,0.0,0.0,8.07444639576899e-05,50199.0,660.0,49539.0
196,"[1877.0000000000002, 660.0, 50199.0, 1115.0]","[50199.0, 1877.0000000000002, 1115.0, 660.0]","[660.0, 1115.0, 1877.0000000000002, 50199.0]",0.0,0.0,0.0,0.0,8.07444639576899e-05,50199.0,660.0,49539.0
197,"[660.0, 50199.0, 1115.0, 50.0]","[50199.0, 1115.0, 660.0, 50.0]","[50.0, 660.0, 1115.0, 50199.0]",0.0,0.0,0.0,0.0,5.9821731240902115e-05,50199.0,50.0,50149.0
198,"[50199.0, 1115.0, 50.0, 4492.0]","[50199.0, 4492.0, 1115.0, 50.0]","[50.0, 1115.0, 4492.0, 50199.0]",0.0,0.0,0.0,0.0,5.9821731240902115e-05,50199.0,50.0,50149.0
199,"[1115.0, 50.0, 4492.0, 1575.0]","[4492.0, 1575.0, 1115.0, 50.0]","[50.0, 1115.0, 1575.0, 4492.0]",0.0,0.0,0.0,0.0,0.0006753714542998649,4492.0,50.0,4442.0
200,"[50.0, 4492.0, 1575.0, 1808.0]","[4492.0, 1808.0, 1575.0, 50.0]","[50.0, 1575.0, 1808.0, 4492.0]",0.0,0.0,0.0,0.0,0.0006753714542998649,4492.0,50.0,4442.0
201,"[4492.0, 1575.0, 1808.0, 397.0]","[4492.0, 1808.0, 1575.0, 397.0]","[397.0, 1575.0, 1808.0, 4492.0]",0.0,0.0,0.0,0.0,0.0009768009768009768,4492.0,397.0,4095.0
202,"[1575.0, 1808.0, 397.0, 5105.0]","[5105.0, 1808.0, 1575.0, 397.0]","[397.0, 1575.0, 1808.0, 5105.0]",0.0,0.0,0.0,0.0,0.0008496176720475786,5105.0,397.0,4708.0
203,"[1808.0, 397.0, 5105.0, 6190.0]","[6190.0, 5105.0, 1808.0, 397.0]","[397.0, 1808.0, 5105.0, 6190.0]",0.0,0.0,0.0,0.0,0.0006904885206283445,6190.0,397.0,5793.0
204,"[397.0, 5105.0, 6190.0, 327.0]","[6190.0, 5105.0, 397.0, 327.0]","[327.0, 397.0, 5105.0, 6190.0]",0.0,0.0,0.0,0.0,0.0006822445846836091,6190.0,327.0,5863.0
205,"[5105.0, 6190.0, 327.0, 913.0000000000001]","[6190.0, 5105.0, 913.0000000000001, 327.0]","[327.0, 913.0000000000001, 5105.0, 6190.0]",0.0,0.0,0.0,0.0,0.0006822445846836091,6190.0,327.0,5863.0
206,"[6190.0, 327.0, 913.0000000000001, 8.0]","[6190.0, 913.0000000000001, 327.0, 8.0]","[8.0, 327.0, 913.0000000000001, 6190.0]",0.0,0.0,0.00016175994823681658,0.00016175994823681658,0.00048527984471044967,6190.0,8.0,6182.0
207,"[327.0, 913.0000000000001, 8.0, 6273.0]","[6273.0, 913.0000000000001, 327.0, 8.0]","[8.0, 327.0, 913.0000000000001, 6273.0]",0.0,0.0,0.0001596169193934557,0.0001596169193934557,0.00047885075818036713,6273.0,8.0,6265.0
208,"[913.0000000000001, 8.0, 6273.0, 513.0]","[6273.0, 913.0000000000001, 513.0, 8.0]","[8.0, 513.0, 913.0000000000001, 6273.0]",0.0,0.0,0.0001596169193934557,0.0001596169193934557,0.00047885075818036713,6273.0,8.0,6265.0
209,"[8.0, 6273.0, 513.0, 6249.0]","[6273.0, 6249.0, 513.0, 8.0]","[8.0, 513.0, 6249.0, 6273.0]",0.0,0.0,0.0001596169193934557,0.0001596169193934557,0.00047885075818036713,6273.0,8.0,6265.0
210,"[6273.0, 513.0, 6249.0, 4434.0]","[6273.0, 6249.0, 4434.0, 513.0]","[513.0, 4434.0, 6249.0, 6273.0]",0.0,0.0,0.0,0.0,0.0006944444444444445,6273.0,513.0,5760.0
211,"[513.0, 6249.0, 4434.0, 48064.0]","[48064.0, 6249.0, 4434.0, 513.0]","[513.0, 4434.0, 6249.0, 48064.0]",0.0,0.0,0.0,0.0,8.41202077769132e-05,48064.0,513.0,47551.0
212,"[6249.0, 4434.0, 48064.0, 2308.0]","[48064.0, 6249.0, 4434.0, 2308.0]","[2308.0, 4434.0, 6249.0, 48064.0]",0.0,0.0,0.0,0.0,8.742022904100009e-05,48064.0,2308.0,45756.0
213,"[4434.0, 48064.0, 2308.0, 1903.0000000000002]","[48064.0, 4434.0, 2308.0, 1903.0000000000002]","[1903.0000000000002, 2308.0, 4434.0, 48064.0]",0.0,0.0,0.0,0.0,8.665323541517731e-05,48064.0,1903.0000000000002,46161.0
214,"[48064.0, 2308.0, 1903.0000000000002, 209.0]","[48064.0, 2308.0, 1903.0000000000002, 209.0]","[209.0, 1903.0000000000002, 2308.0, 48064.0]",0.0,0.0,0.0,0.0,8.358583220144185e-05,48064.0,209.0,47855.0
215,"[2308.0, 1903.0000000000002, 209.0, 3309.0]","[3309.0, 2308.0, 1903.0000000000002, 209.0]","[209.0, 1903.0000000000002, 2308.0, 3309.0]",0.0,0.0,0.0,0.0,0.0012903225806451613,3309.0,209.0,3100.0
216,"[1903.0000000000002, 209.0, 3309.0, 8222.0]","[8222.0, 3309.0, 1903.0000000000002, 209.0]","[209.0, 1903.0000000000002, 3309.0, 8222.0]",0.0,0.0,0.0,0.0,0.000499188818170473,8222.0,209.0,8013.0
217,"[209.0, 3309.0, 8222.0, 1905.0000000000002]","[8222.0, 3309.0, 1905.0000000000002, 209.0]","[209.0, 1905.0000000000002, 3309.0, 8222.0]",0.0,0.0,0.0,0.0,0.000499188818170473,8222.0,209.0,8013.0
